Näringsvärden per 100 gram livsmedel
Livsmedelsnamn;Livsmedelsnummer;Energi (kJ)(kJ);Energi (kcal)(kcal);Protein(g);Fett(g);Kolhydrater(g);Fibrer(g);Salt(g);Aska(g);Vatten(g);Alkohol(g);Monosackarider(g);Disackarider(g);Sackaros(g);Fullkorn totalt(g);Summa mättade fettsyror(g);Fettsyra 4:0-10:0(g);Fettsyra 12:0(g);Fettsyra 14:0(g);Fettsyra 16:0(g);Fettsyra 18:0(g);Fettsyra 20:0(g);Summa enkelomättade fettsyror(g);Fettsyra 16:1(g);Fettsyra 18:1(g);Summa fleromättade fettsyror(g);Summa n-6 fettsyror(g);Fettsyra 18:2(g);Fettsyra 20:4(g);Summa n-3 fettsyror(g);Fettsyra 18:3(g);Summa långa n-3 fettsyror(g);EPA (Fettsyra 20:5)(g);DPA (Fettsyra 22:5)(g);DHA (Fettsyra 22:6)(g);Summa transfettsyror(g);Kolesterol(mg);Retinolekvivalenter();Retinol(µg);beta-Karoten(µg);Vitamin D(µg);Vitamin E(mg);Vitamin K(µg);Tiamin(mg);Riboflavin(mg);Vitamin C(mg);Niacin(mg);Niacinekvivalenter();Vitamin B6(mg);Vitamin B12(µg);Fosfor(mg);Folat(µg);Jod(µg);Avfall (skal etc.)(%);Järn(mg);Kalcium(mg);Kalium(mg);Magnesium(mg);Natrium(mg);Selen(µg);Zink(mg);
Bambuskott konserv u lag;393;100;24;1,7;0,4;3,1;0,5;0,0;0,3;94,0;0,0;0,9;0,3;0,3;0;0,1;0,0;0,0;0,0;0,1;0,0;0,0;0,0;0,0;0,0;0,2;;0,2;0,0;;0,0;;0,0;0,0;0,0;0,0;0,0;1;0;6;0,00;0,20;;0,03;0,03;1;0,1;0,4;0,10;0,00;25;36;;0;0,30;8;80;4;7;1,0;0,20;
Gröna bönor konserv m lag;394;83;20;1,0;0,1;3,2;1,0;0,6;1,2;93,5;0,0;0,9;0,2;0,2;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,1;;0,0;0,0;;0,0;;0,0;0,0;0,0;0,0;0,0;15;0;174;0,00;0,20;;0,03;0,04;4;0,3;0,5;0,04;0,00;21;18;;0;1,20;34;95;14;236;0,3;0,20;
Gröna bönor konserv u lag;395;89;21;1,2;0,1;3,0;1,7;0,6;1,0;93,0;0,0;1,0;0,3;0,3;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,1;;0,0;0,0;;0,0;;0,0;0,0;0,0;0,0;0,0;18;0;210;0,00;0,25;;0,09;0,06;5;0,1;0,3;0,04;0,00;19;32;;0;0,50;26;109;13;251;0,5;0,20;
Grönsaksblandning ärter majs paprika saltgurka fryst;396;302;72;3,0;0,5;12,5;2,5;0,7;1,0;80,5;0,0;0,3;1,6;1,6;30;0,1;0,0;0,0;0,0;0,1;0,0;0,0;0,0;0,0;0,0;0,2;;0,2;0,0;;0,1;;0,0;0,0;0,0;0,0;0,0;44;0;530;0,00;1,00;;0,23;0,14;27;1,5;2,0;0,10;0,00;85;36;;0;1,10;12;220;24;290;0,5;0,50;
Champinjoner konserv m lag;397;63;15;1,9;0,1;0,9;1,5;1,0;1,6;94,0;0,0;0,2;0,0;0,0;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,1;;0,0;0,0;;0,0;;0,0;0,0;0,0;0,0;0,0;1;0;6;0,00;0,04;;0,02;0,25;2;2,0;2,3;0,06;0,00;68;12;1;0;0,50;6;197;8;400;2,0;0,90;
Löksoppa klar konserv tillagad;398;138;33;1,1;2,2;2,0;0,5;1,1;1,2;93,0;0,0;0,2;0,7;0,3;0;0,6;0,0;0,0;0,1;0,3;0,2;0,0;0,9;0,0;0,9;0,6;;0,6;0,0;;0,0;;0,0;0,0;0,0;;6,0;6;0;72;0,00;0,02;;0,02;0,03;0;0,2;0,4;0,02;0,00;11;3;;0;0,20;14;43;1;440;0,0;0,20;
Löksoppa pulver tillagad;399;74;18;0,6;0,4;2,8;0,2;1,1;1,0;95,0;0,0;0,2;0,7;0,3;0;0,1;0,0;0,0;0,0;0,1;0,0;0,0;0,2;0,0;0,2;0,1;;0,1;0,0;;0,0;;0,0;0,0;0,0;;0,0;0;0;0;0,00;0,02;;0,01;0,02;0;0,1;0,2;0,00;0,00;8;1;;0;0,10;5;26;1;444;0,0;0,20;
Majskorn konserv u lag;400;429;103;2,9;0,6;20,2;1,8;0,8;0,9;73,6;0,0;0,8;0,9;0,8;100;0,1;0,0;0,0;0,0;0,1;0,0;0,0;0,1;0,0;0,1;0,3;;0,3;0,0;;0,0;;0,0;0,0;0,0;0,0;0,0;0;0;0;0,00;0,50;;0,05;0,08;5;1,2;1,5;0,20;0,00;67;32;;0;0,60;3;200;23;310;0,5;0,60;
Oliver gröna inlagda;401;540;129;1,4;12,7;1,6;2,4;5,6;6,4;75,5;0,0;0,1;0,2;0,2;0;1,8;0,0;0,0;0,0;1,5;0,3;0,1;8,9;0,1;8,7;1,4;;1,3;0,0;;0,1;;0,0;0,0;0,0;0,0;0,0;23;0;280;0,00;0,10;;0,00;0,00;0;0,0;0,2;0,02;0,00;17;10;5;0;1,60;61;55;22;2250;0,5;0,20;
Oliver svarta m olja konserv;402;1483;354;2,2;36,0;4,8;4,0;8,3;9,5;43,5;0,0;0,6;1,2;1,2;0;5,0;0,0;0,0;0,0;4,1;0,8;0,1;25,0;0,4;24,7;4,0;;3,8;0,0;;0,2;;0,0;0,0;0,0;;0,0;3;0;40;0,00;0,10;;0,00;0,00;0;0,0;0,4;0,01;0,00;29;10;;0;1,60;61;55;22;3300;0,5;0,20;
Grönsaksblandning inlagda el pickels sötad u lag;403;487;116;1,5;0,1;26,1;1,7;0,1;1,7;68,9;0,0;23,1;3,4;3,4;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,1;;0,0;0,0;;0,0;;0,0;0,0;0,0;0,0;0,0;175;0;2100;0,00;0,20;;0,02;0,03;10;0,2;0,5;0,01;0,00;21;55;;0;0,50;17;156;6;20;0,5;0,10;
Sparris grön vit konserv u lag;404;89;21;2,1;0,7;0,9;1,5;0,7;0,8;94,0;0,0;0,9;0,2;0,2;0;0,2;0,0;0,0;0,0;0,2;0,0;0,0;0,0;0,0;0,0;0,4;;0,4;0,0;;0,0;;0,0;0,0;0,0;;0,0;14;0;169;0,00;0,25;;0,03;0,04;15;0,3;0,7;0,04;0,00;28;96;;0;0,40;14;130;9;290;0,2;0,40;
Sparrissoppa redd konserv tillagad;405;145;35;0,9;1,7;3,7;0,5;1,0;1,2;92,0;0,0;0,5;0,1;0,1;0;0,4;0,1;0,0;0,1;0,2;0,1;0,0;0,4;0,0;0,4;0,8;;0,8;0,0;;0,0;;0,0;0,0;0,0;;0,0;9;0;108;0,00;0,02;;0,02;0,03;1;0,3;0,5;0,00;0,00;16;19;;0;0,30;12;71;2;402;0,2;0,40;
Surkål konserv m lag;406;70;17;0,9;0,2;2,0;1,7;0,8;2,2;93,0;0,0;0,0;0,1;0,1;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,1;;0,0;0,0;;0,1;;0,0;0,0;0,0;0,0;0,0;1;0;12;0,00;0,00;;0,02;0,02;15;0,1;0,3;0,10;0,00;28;40;1;0;1,10;42;260;13;320;0,0;0,30;
Tomater hela konserv m lag;407;74;18;0,9;0,2;2,1;1,9;0,4;0,9;94,0;0,0;2,0;0,0;0,0;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,1;;0,1;0,0;;0,0;;0,0;0,0;0,0;0,0;0,0;16;0;195;0,00;0,74;;0,05;0,03;15;0,7;0,9;0,09;0,00;19;24;;0;0,50;26;220;12;163;0,5;0,30;
Tomatjuice konserv drickf;408;74;18;0,8;0,1;2,7;1,4;0,9;1,0;94,0;0,0;3,1;0,1;0,1;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,1;;0,0;0,0;;0,0;;0,0;0,0;0,0;0,0;0,0;49;0;590;0,00;0,20;;0,05;0,03;8;0,7;0,8;0,11;0,00;19;20;;0;0,60;9;220;11;360;0,5;0,10;
Tomatpasta konserv;409;372;89;3,8;0,9;13,7;5,2;0,2;2,4;74,0;0,0;10,0;0,8;0,8;0;0,2;0,0;0,0;0,0;0,1;0,0;0,0;0,1;0,0;0,1;0,5;;0,4;0,0;;0,0;;0,0;0,0;0,0;0,0;0,0;123;0;1480;0,00;2,30;;0,16;0,19;42;3,2;3,8;0,38;0,00;79;10;;0;3,00;35;930;51;65;0,4;0,80;
Tomatpuré konc konserv;410;184;44;1,7;0,1;7,7;2,6;0,1;0,9;87,0;0,0;4,5;0,4;0,4;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,1;;0,0;0,0;;0,0;;0,0;0,0;0,0;0,0;0,0;0;0;0;0,00;2,30;;0,07;0,05;35;1,7;2,0;0,15;0,00;40;8;;0;0,90;15;420;24;20;0,4;0,20;
Vaxbönor konserv u lag;411;99;24;1,4;0,3;2,5;2,7;0,6;0,9;92,2;0,0;0,9;0,4;0,4;0;0,1;0,0;0,0;0,0;0,1;0,0;0,0;0,0;0,0;0,0;0,2;;0,1;0,0;;0,1;;0,0;0,0;0,0;0,0;0,0;5;0;60;0,00;0,20;;0,03;0,05;5;0,3;0,5;0,04;0,00;25;14;;0;1,50;45;95;14;236;0,5;0,30;
Gröna ärter konserv m lag;412;265;63;3,5;0,3;10,5;2,0;0,6;1,1;82,6;0,0;0,3;3,7;3,7;0;0,1;0,0;0,0;0,0;0,1;0,0;0,0;0,0;0,0;0,0;0,2;;0,1;0,0;;0,0;;0,0;0,0;0,0;0,0;0,0;23;0;270;0,00;0,07;;0,16;0,05;9;0,9;1,5;0,05;0,00;66;28;;0;1,70;20;96;20;236;0,3;0,70;
Gröna ärter konserv u lag;413;253;60;4,4;0,4;7,3;4,9;0,5;1,0;82,0;0,0;0,2;3,4;3,4;0;0,1;0,0;0,0;0,0;0,1;0,0;0,0;0,0;0,0;0,0;0,2;;0,2;0,0;;0,0;;0,0;0,0;0,0;0,0;0,0;33;0;400;0,00;0,04;;0,16;0,08;10;0,7;1,4;0,06;0,00;67;44;3;0;1,00;20;73;17;200;0,3;0,70;
Mungbönsgroddar konserv u lag;414;65;16;1,4;0,1;0,8;3,0;0,6;0,3;94,4;0,0;0,4;0,4;0,0;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;0,0;0,0;;0,0;;0,0;0,0;0,0;0,0;0,0;1;0;12;0,00;0,20;;0,03;0,07;0;0,2;0,4;0,04;0,00;32;10;;0;0,40;14;27;9;250;1,0;0,20;
Sojabönsgroddar konserv u lag;415;69;16;1,6;0,2;0,6;3,0;0,2;0,6;94,0;0,0;0,2;0,2;0,0;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,1;;0,0;0,0;;0,1;;0,0;0,0;0,0;0,0;0,0;0;0;6;0,00;0,20;;0,02;0,01;1;0,2;0,5;0,03;0,00;20;12;;0;1,00;13;36;10;80;1,0;0,80;
Paprikasallad inlagd u lag;416;129;31;1,0;0,4;4,3;3,0;1,3;1,3;90,0;0,0;4,4;0,1;0,0;0;0,1;0,0;0,0;0,0;0,1;0,0;0,0;0,0;0,0;0,0;0,2;;0,1;0,0;;0,1;;0,0;0,0;0,0;0,0;0,0;250;0;3000;0,00;0,80;;0,02;0,04;60;0,2;0,4;0,10;0,00;15;52;;0;0,20;6;170;11;527;1,0;0,30;
Ajvar relish grönsakspasta m paprika aubergine;417;294;70;1,3;3,5;6,9;3,2;1,2;1,7;83,4;0,0;5,0;2,6;2,6;0;0,4;0,0;0,0;0,0;0,2;0,1;0,0;0,8;0,0;0,8;1,6;;1,6;0,0;;0,1;0,0;0,0;0,0;0,0;0,0;0,0;211;4;1900;0,00;5,39;6;0,03;0,20;61;1,2;1,4;0,59;0,00;27;52;8;0;0,90;11;228;12;493;0,3;0,21;
Svamp konserv u lag;418;95;23;2,5;0,5;0,9;2,3;0,4;0,8;93,0;0,0;0,2;0,0;0,0;0;0,1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,2;;0,2;0,0;;0,0;;0,0;0,0;0,0;;0,0;1;0;10;0,00;0,00;;0,02;0,20;2;3,5;3,9;0,00;0,00;40;12;0;0;0,60;1;160;6;165;2,0;0,90;
Kantareller konserv u lag;419;150;36;1,4;0,7;4,8;2,3;0,4;0,8;90,0;0,0;0,4;0,0;0,0;0;0,2;0,0;0,0;0,0;0,2;0,0;0,0;0,0;0,0;0,0;0,4;;0,1;0,0;;0,3;;0,0;0,0;0,0;0,0;0,0;108;0;1300;2,50;0,06;;0,05;0,30;3;4,9;5,1;0,06;0,00;50;12;;0;1,00;5;155;6;165;2,0;0,90;
Syltlök inlagd;420;349;83;0,9;0,1;18,7;1,5;0,4;1,8;77,0;0,0;3,5;1,5;1,5;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;0,0;0,0;;0,0;;0,0;0,0;0,0;0,0;0,0;2;0;18;0,00;0,10;;0,02;0,03;5;0,1;0,3;0,10;0,00;23;20;;0;0,30;17;109;3;148;0,5;0,10;
Tomater gröna syltade;421;360;86;1,2;0,2;18,6;2,0;0,0;0,5;77,5;0,0;3,5;16,0;16,0;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,1;;0,1;0,0;;0,0;;0,0;0,0;0,0;0,0;0,0;30;0;360;0,00;0,70;;0,06;0,04;12;0,5;0,7;0,50;0,00;28;9;;0;0,50;13;204;10;13;0,5;0,10;
Tomater krossade konserv m lag;422;110;26;0,8;0,2;4,6;1,4;0,5;1,0;92,0;0,0;2,0;0,0;0,0;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,1;;0,1;0,0;;0,0;;0,0;0,0;0,0;0,0;0,0;23;0;275;0,00;0,70;;0,06;0,03;15;0,7;0,8;0,09;0,00;23;6;;0;0,50;26;251;11;217;0,5;0,20;
Fefferoni inlagd konserv;423;80;19;0,7;0,1;1,7;4,5;4,3;4,8;88,2;0,0;0,5;0,1;0,1;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,1;;0,0;0,0;;0,0;0,0;0,0;0,0;0,0;0,0;0,0;8;0;92;0,00;1,06;11;0,01;0,03;0;0,5;0,6;0,12;0,00;11;14;49;0;0,69;32;86;13;1725;0,7;0,19;
Wokgrönsaker Asiatiska wokade i rapsolja;424;204;49;1,4;1,3;5,7;4,3;0,6;1,3;86,0;0,0;2,1;2,3;2,3;0;0,1;0,0;0,0;0,0;0,1;0,0;0,0;0,7;0,0;0,7;0,4;;0,0;0,0;;0,1;0,0;0,0;0,0;0,0;0,0;2,0;257;0;2600;0,00;1,30;21;0,06;0,06;10;0,5;0,7;0,15;0,06;37;42;2;0;0,64;44;226;16;220;5,0;0,35;
Wokgrönsaker Classic wokade i rapsolja;425;198;47;1,8;1,6;4,9;3,1;0,2;0,8;87,8;0,0;1,8;1,6;1,6;0;0,2;0,0;0,0;0,0;0,1;0,0;0,0;0,8;0,0;0,8;0,5;;0,4;0,0;;0,2;0,0;0,0;0,0;0,0;0,0;2,0;326;0;3310;0,00;1,40;35;0,04;0,08;11;0,7;1,0;0,17;0,08;47;75;2;0;0,55;33;229;18;79;5,0;0,46;
Grönsaksblandning ärter morötter konserv m lag;426;172;41;2,2;0,3;6,1;2,5;0,9;0,9;88,0;0,0;0,3;1,6;1,6;0;0,1;0,0;0,0;0,0;0,1;0,0;0,0;0,0;0,0;0,0;0,2;;0,1;0,0;;0,0;;0,0;0,0;0,0;0,0;0,0;450;0;5400;0,00;0,20;;0,08;0,05;5;0,6;1,0;0,09;0,00;46;18;;0;0,80;30;20;14;370;0,5;0,60;
Grönsaksjuice konserv el pastöriserad drickf;427;80;19;0,6;0,1;3,7;0,4;0,9;1,2;94,0;0,0;3,1;0,1;0,1;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,1;;0,0;0,0;;0,0;;0,0;0,0;0,0;0,0;0,0;58;0;700;0,00;0,10;;0,04;0,03;28;0,7;0,8;0,14;0,00;17;13;;0;0,40;11;193;11;365;0,5;0,20;
Champinjoner konserv u lag;428;109;26;1,9;0,3;2,7;2,4;1,1;1,7;91,0;0,0;0,3;0,1;0,1;0;0,1;0,0;0,0;0,0;0,1;0,0;0,0;0,0;0,0;0,0;0,2;;0,0;0,0;;0,1;;0,0;0,0;0,0;0,0;0,0;0;0;0;0,00;0,10;;0,02;0,19;2;1,2;1,5;0,06;0,00;76;12;;0;0,80;18;190;8;420;2,0;0,90;
Pumpasallad m paprika inlagd sötad u lag;429;268;64;0,9;0,2;13,5;2,0;0,0;0,4;83,0;0,0;6,8;6,8;6,8;0;0,1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,1;;0,0;0,0;;0,0;;0,0;0,0;0,0;0,0;0,0;150;0;1800;0,00;0,50;;0,05;0,09;10;0,1;0,3;0,10;0,00;3;19;;0;0,50;16;265;7;6;1,0;0,10;
Grönsakssoppa klar ;430;97;23;0,9;0,2;3,9;0,9;0,6;1,1;93,0;0,0;0,8;0,6;0,6;0;0,1;0,0;0,0;0,0;0,1;0,0;0,0;0,1;0,0;0,1;0,1;;0,0;0,0;;0,0;;0,0;0,0;0,0;;0,0;146;0;1750;0,00;0,10;;0,02;0,02;1;0,4;0,6;0,02;0,00;22;4;;0;0,30;10;109;6;253;0,1;0,10;
Spenatsoppa hemlagad;431;149;36;1,9;2,0;2,2;0,7;0,3;1,2;92,0;0,0;0,1;0,8;0,0;0;0,9;0,1;0,1;0,1;0,4;0,2;0,0;0,8;0,0;0,7;0,3;;0,2;0,0;;0,1;;0,0;0,0;0,0;;0,0;116;19;1168;0,00;0,27;;0,03;0,07;4;0,4;0,8;0,05;0,10;32;39;;0;0,36;61;117;12;129;0,4;0,30;
Vitkålsstuvning hemlagad;432;287;69;2,3;3,3;6,8;1,3;0,7;1,3;85,0;0,0;2,0;2,1;0,1;0;1,2;0,2;0,1;0,2;0,6;0,0;0,0;1,1;0,1;1,1;0,4;;0,3;0,0;;0,1;;0,0;0,0;0,0;;6,0;41;34;84;0,21;0,28;;0,04;0,08;19;0,4;0,8;0,08;0,20;52;38;;0;0,40;59;137;9;270;0,8;0,20;
Blomkål gratinerad;433;292;70;3,3;3,8;5,0;1,4;0,5;1,2;85,2;0,0;1,0;1,0;0,1;0;1,5;0,2;0,1;0,2;0,7;0,3;0,0;1,4;0,0;1,4;0,6;0,0;0,4;0,0;0,0;0,2;0,0;0,0;0,0;0,0;0,1;18,1;40;24;26;0,23;0,62;1;0,06;0,07;20;0,6;1,3;0,09;0,17;75;25;18;12;0,31;68;210;12;194;1,9;0,52;
Blomkål kokt utan salt;434;114;27;1,5;0,2;3,7;2,3;0,0;0,7;91,6;0,0;1,7;0,2;0,2;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,1;;0,0;0,0;;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1;0;11;0,00;0,05;;0,05;0,03;32;0,6;0,8;0,12;0,00;42;32;1;20;0,35;17;291;12;7;0,5;0,39;
Blomkålsstuvning;435;236;56;2,4;2,2;5,9;1,5;0,3;1,0;86,9;0,0;1,0;2,0;0,1;0;0,9;0,1;0,0;0,1;0,4;0,2;0,0;0,8;0,0;0,8;0,4;0,0;0,2;0,0;0,0;0,1;0,0;0,0;0,0;0,0;0,0;3,8;21;9;33;0,13;0,28;0;0,06;0,07;19;0,5;1,0;0,09;0,14;62;21;20;12;0,27;55;241;12;138;1,0;0,42;
Gröna bönor stuvade;436;275;66;2,0;3,7;5,0;2,3;0,5;1,0;85,9;0,0;0,7;1,3;0,3;0;0,8;0,1;0,0;0,1;0,3;0,2;0,0;1,9;0,0;1,9;0,9;0,0;0,6;0,0;0,0;0,3;0,0;0,0;0,0;0,0;0,0;1,9;53;5;234;0,36;0,73;0;0,07;0,07;6;0,6;0,9;0,03;0,07;42;10;17;0;0,54;55;185;18;188;0,7;0,37;
Grönkålssoppa;437;117;28;1,3;1,5;2,0;0,8;0,5;1,1;93,4;0,0;0,2;0,1;0,1;0;0,2;0,0;0,0;0,0;0,1;0,1;0,0;0,8;0,0;0,7;0,5;;0,3;0,0;;0,2;0,0;0,0;0,0;0,0;0,0;0,0;68;0;678;0,14;1,06;0;0,06;0,05;11;0,8;1,0;0,03;0,00;13;7;0;0;0,21;44;107;8;194;0,7;0,07;
Grönsakssoppa redd;438;169;40;1,8;1,5;4,2;1,3;0,4;0,9;90,5;0,0;1,0;1,8;0,7;0;0,9;0,1;0,0;0,1;0,4;0,2;0,0;0,4;0,0;0,3;0,1;0,0;0,1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;10,2;114;15;1056;0,03;0,40;1;0,05;0,06;10;0,4;0,8;0,06;0,11;44;23;20;7;0,37;45;178;13;146;1,0;0,35;
Grönsaksbiff stekt;439;523;125;4,7;5,7;12,3;2,9;0,4;1,2;73,0;0,0;1,3;0,9;0,9;0;0,7;0,0;0,0;0,0;0,4;0,2;0,0;2,7;0,0;2,7;2,1;0,0;1,6;0,0;0,0;0,5;0,0;0,0;0,0;0,0;0,0;0,0;47;0;113;0,47;1,07;0;0,11;0,08;8;1,4;2,2;0,13;0,00;90;25;3;5;0,78;24;346;32;145;0,8;0,66;
Grönsallat m vinägrettsås;440;254;61;1,1;5,2;2,0;1,2;0,3;0,8;89,7;0,0;1,7;0,3;0,3;0;0,4;0,0;0,0;0,0;0,2;0,1;0,0;3,0;0,0;2,8;1,6;;1,0;0,0;;0,6;0,0;0,0;0,0;0,0;0,0;0,0;33;0;399;0,00;1,38;;0,05;0,06;11;0,4;0,6;0,07;0,00;29;78;12;7;0,46;32;203;12;105;0,5;0,29;
Grönsallat m gurka tomat o vinägrettsås;441;360;86;0,9;7,9;2,6;1,0;0,6;1,0;86,7;0,0;1,9;0,2;0,2;0;0,5;0,0;0,0;0,0;0,3;0,1;0,0;4,6;0,0;4,3;2,4;;1,5;0,0;;0,9;0,0;0,0;0,0;0,0;0,0;0,0;27;0;324;0,00;2,10;;0,03;0,03;10;0,4;0,5;0,06;0,00;26;36;28;4;0,30;19;173;11;233;0,4;0,22;
Grönsallat m gräddfilsås;442;287;69;2,0;4,6;4,4;0,8;0,7;1,4;86,7;0,0;1,5;2,4;1,2;0;2,9;0,4;0,1;0,4;1,3;0,5;0,0;1,1;0,0;1,0;0,2;0,0;0,1;0,0;0,0;0,1;0,0;0,0;0,0;0,0;0,1;12,7;65;36;350;0,03;0,36;;0,05;0,09;7;0,3;0,7;0,06;0,09;53;53;27;4;0,41;61;201;15;295;1,1;0,35;
Grönsallat gurka tomat m gräddfilsås;443;290;69;1,9;4,6;4,8;0,7;0,8;1,3;86,8;0,0;1,6;2,3;1,1;0;2,9;0,4;0,1;0,4;1,3;0,5;0,0;1,1;0,0;1,0;0,1;0,0;0,1;0,0;0,0;0,1;0,0;0,0;0,0;0,0;0,1;12,7;62;36;310;0,03;0,42;;0,04;0,07;7;0,3;0,7;0,06;0,09;51;27;28;2;0,31;53;185;14;303;1,0;0,31;
Grönsallat gurka tomat paprika u dressing;444;76;18;0,9;0,1;2,7;1,3;0,0;0,5;94,7;0,0;2,3;0,0;0,0;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,1;;0,0;0,0;;0,0;0,0;0,0;0,0;0,0;0,0;0,0;30;0;357;0,00;0,43;;0,04;0,03;22;0,5;0,6;0,09;0,00;26;38;0;6;0,31;18;194;10;4;0,3;0,24;
Gurka färskinlagd;445;133;32;0,8;0,1;6,6;0,7;0,6;1,0;90,9;0,0;1,4;4,2;4,2;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;0,0;0,0;;0,0;0,0;0,0;0,0;0,0;0,0;0,0;17;0;202;0,00;0,17;;0,02;0,02;9;0,2;0,3;0,04;0,00;24;16;30;4;0,22;22;134;10;241;0,0;0,21;
Löksås;447;323;77;2,1;4,8;6,2;0,5;0,3;0,9;84,5;0,0;1,0;2,3;0,6;0;1,1;0,1;0,0;0,1;0,5;0,2;0,0;2,4;0,0;2,4;1,1;0,0;0,8;0,0;0,0;0,3;0,0;0,0;0,0;0,0;0,1;3,6;47;9;28;0,45;0,96;0;0,06;0,07;4;0,5;0,9;0,06;0,13;49;8;5;2;0,18;50;121;9;125;0,7;0,25;
Nässelsoppa;450;136;32;1,4;2,0;1,9;0,7;0,6;1,4;92,6;0,0;0,2;0,1;0,0;0;0,3;0,0;0,0;0,0;0,1;0,1;0,0;1,1;0,0;1,1;0,6;;0,4;0,0;;0,2;0,0;0,0;0,0;0,0;0,0;0,0;53;0;440;0,21;0,72;0;0,08;0,05;20;0,8;1,0;0,04;0,00;25;26;0;2;1,73;83;113;16;226;0,1;0,29;
Paprika förvälld;451;92;22;0,8;0,1;3,4;2,1;0,0;0,4;93,1;0,0;2,8;0,0;0,0;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;0,0;0,0;;0,0;0,0;0,0;0,0;0,0;0,0;0,0;12;0;146;0,00;0,82;;0,02;0,01;54;0,6;0,7;0,13;0,00;23;10;0;16;0,35;6;180;9;1;0,2;0,21;
Purjolök kokt;452;134;32;1,5;0,1;5,0;2,3;0,7;1,3;89,8;0,0;2,8;0,5;0,5;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,1;;0,0;0,0;;0,0;0,0;0,0;0,0;0,0;0,0;0,0;11;0;127;0,00;0,45;;0,05;0,04;18;0,3;0,6;0,13;0,00;30;62;35;16;0,46;24;217;11;274;0,5;0,29;
Rödkål brynt kokt;453;286;68;1,6;2,4;8,8;2,5;0,7;1,6;82,7;0,0;5,7;2,2;2,2;0;0,3;0,0;0,0;0,0;0,2;0,0;0,0;1,2;0,0;1,2;0,8;;0,5;0,0;;0,2;0,0;0,0;0,0;0,0;0,0;0,0;22;0;19;0,25;0,60;;0,04;0,02;28;0,4;0,6;0,14;0,00;37;17;36;23;0,48;42;343;17;297;1,0;0,33;
Sparrisstuvning;454;277;66;3,7;2,8;6,0;1,0;0,2;1,0;85,5;0,0;0,6;2,5;0,1;0;1,1;0,1;0,0;0,1;0,5;0,2;0,0;1,1;0,0;1,0;0,5;0,0;0,3;0,0;0,0;0,1;0,0;0,0;0,0;0,0;0,1;4,8;40;12;194;0,16;1,47;0;0,08;0,11;9;0,8;1,5;0,08;0,18;77;51;18;28;0,47;68;256;17;99;1,0;0,76;
Spenat fräst;455;243;58;4,0;3,8;0,7;2,8;0,8;2,5;86,1;0,0;0,3;0,1;0,1;0;0,4;0,0;0,0;0,0;0,2;0,1;0,0;1,9;0,0;1,9;1,3;;0,7;0,0;;0,6;;0,0;0,0;0,0;0,0;0,0;409;0;4540;0,38;3,93;;0,08;0,14;15;0,6;1,3;0,12;0,00;63;119;41;0;1,42;242;461;83;332;0,7;0,85;
Spenatstuvning;456;177;42;3,5;1,1;3,6;1,8;0,5;1,6;88,3;0,0;0,2;1,2;0,1;0;0,5;0,1;0,0;0,1;0,2;0,1;0,0;0,2;0,0;0,2;0,3;0,0;0,1;0,0;0,0;0,2;0,0;0,0;0,0;0,0;0,0;2,2;237;5;2775;0,00;2,02;0;0,07;0,12;9;0,5;1,1;0,09;0,08;62;74;26;0;0,91;174;320;54;186;0,9;0,64;
